CustomerID,PurchaseDays,TotalQuantity,TotalSpend,pattern_breaker,customer_type
12906.0,4,1749,2919.81,0,Normal Customer
12908.0,4,0,246.0,0,Normal Customer
12909.0,8,1270,2128.83,0,Normal Customer
12910.0,8,1692,3075.04,0,Normal Customer
12912.0,5,670,1662.3,0,Normal Customer
12913.0,5,1419,2483.63,0,Normal Customer
12915.0,2,93,363.65,0,Normal Customer
12916.0,5,1111,2982.35,0,Normal Customer
12917.0,1,120,594.0,0,Normal Customer
12919.0,8,668,1301.44,0,Normal Customer
12920.0,1,129,164.23,0,Normal Customer
12921.0,49,9454,16389.74,0,Normal Customer
12922.0,1,370,405.38,0,Normal Customer
12923.0,1,69,176.97,0,Normal Customer
12924.0,5,480,929.95,0,Normal Customer
12925.0,2,541,694.05,0,Normal Customer
12928.0,5,1472,2062.7000000000003,0,Normal Customer
12929.0,2,36,105.1,0,Normal Customer
12930.0,4,250,409.9,0,Normal Customer
12931.0,20,23377,33462.81,1,Pattern Breaker
12933.0,4,498,606.28,0,Normal Customer
12935.0,8,1852,2156.45,0,Normal Customer
12936.0,5,539,1012.9,0,Normal Customer
12937.0,4,1007,1504.27,0,Normal Customer
12938.0,1,140,114.14,0,Normal Customer
12939.0,8,4876,11581.8,0,Normal Customer
12940.0,4,406,876.29,0,Normal Customer
12942.0,3,203,683.9,0,Normal Customer
12943.0,1,-1,-3.75,0,Normal Customer
12944.0,2,289,604.51,0,Normal Customer
12945.0,1,165,462.95,0,Normal Customer
12947.0,11,1157,1407.29,0,Normal Customer
12948.0,8,1077,2053.7,0,Normal Customer
12949.0,10,2363,4143.02,0,Normal Customer
12950.0,3,1380,1843.0,0,Normal Customer
12951.0,8,500,1042.07,0,Normal Customer
12952.0,5,652,1382.8400000000001,0,Normal Customer
12953.0,1,84,329.85,0,Normal Customer
12955.0,14,3642,4734.26,0,Normal Customer
12956.0,1,34,108.07,0,Normal Customer
12957.0,12,2531,3979.04,0,Normal Customer
12962.0,2,129,266.39,0,Normal Customer
12963.0,9,873,1841.03,0,Normal Customer
12965.0,1,283,771.91,0,Normal Customer
12966.0,1,75,160.18,0,Normal Customer
12967.0,4,243,1194.75,0,Normal Customer
12968.0,1,73,135.95,0,Normal Customer
12970.0,4,310,452.24,0,Normal Customer
12971.0,86,9203,10930.26,0,Normal Customer
12974.0,1,24,144.8,0,Normal Customer
12976.0,1,561,738.6,0,Normal Customer
12977.0,1,12,39.239999999999995,0,Normal Customer
12980.0,12,864,7092.06,0,Normal Customer
12981.0,2,242,372.21999999999997,0,Normal Customer
12982.0,2,278,377.2,0,Normal Customer
12984.0,1,26,97.5,0,Normal Customer
12985.0,3,1413,1215.6200000000001,0,Normal Customer
12987.0,3,217,545.0,0,Normal Customer
12988.0,1,136,535.32,0,Normal Customer
12989.0,19,2915,6854.51,0,Normal Customer
12990.0,3,200,409.5,0,Normal Customer
12991.0,2,405,503.76,0,Normal Customer
12993.0,4,240,414.76,0,Normal Customer
12994.0,5,440,902.22,0,Normal Customer
12995.0,2,98,200.72,0,Normal Customer
12997.0,7,648,1197.94,0,Normal Customer
12999.0,3,342,455.88,0,Normal Customer
13000.0,3,379,534.85,0,Normal Customer
13001.0,14,5497,9797.92,0,Normal Customer
13002.0,1,73,120.94999999999999,0,Normal Customer
13003.0,3,103,149.05,0,Normal Customer
13004.0,22,4796,5613.43,0,Normal Customer
13005.0,3,167,468.95,0,Normal Customer
13006.0,1,55,81.57,0,Normal Customer
13008.0,2,115,178.46999999999997,0,Normal Customer
13011.0,1,13,50.550000000000004,0,Normal Customer
13012.0,11,671,1311.6200000000001,0,Normal Customer
13013.0,15,2217,4786.99,0,Normal Customer
13014.0,16,886,3365.43,0,Normal Customer
13015.0,5,1617,3346.28,0,Normal Customer
13016.0,3,527,789.89,0,Normal Customer
13017.0,1,48,204.0,0,Normal Customer
13018.0,27,5434,7272.75,0,Normal Customer
13021.0,12,1336,2584.4,0,Normal Customer
13023.0,2,286,689.9,0,Normal Customer
13026.0,8,1586,936.15,0,Normal Customer
13027.0,6,17280,6912.0,1,Pattern Breaker
13028.0,3,796,659.68,0,Normal Customer
13029.0,3,134,1247.5,0,Normal Customer
13030.0,2,394,799.48,0,Normal Customer
13032.0,3,367,996.52,0,Normal Customer
13033.0,1,83,190.55,0,Normal Customer
13034.0,2,369,642.77,0,Normal Customer
13035.0,3,627,886.63,0,Normal Customer
13037.0,3,431,881.07,0,Normal Customer
13038.0,3,360,908.46,0,Normal Customer
13040.0,2,355,676.99,0,Normal Customer
13043.0,2,251,471.57,0,Normal Customer
13044.0,1,429,560.47,0,Normal Customer
13045.0,1,221,305.28000000000003,0,Normal Customer
13046.0,2,264,629.31,0,Normal Customer
13047.0,17,1355,3079.1,0,Normal Customer
13048.0,5,1230,1805.91,0,Normal Customer
13049.0,2,268,656.6800000000001,0,Normal Customer
13050.0,28,3707,5684.61,0,Normal Customer
13052.0,1,222,348.15000000000003,0,Normal Customer
13055.0,4,891,1201.96,0,Normal Customer
13058.0,3,52,271.40000000000003,0,Normal Customer
13059.0,1,35,183.4,0,Normal Customer
13060.0,1,123,307.53,0,Normal Customer
13061.0,1,107,248.61,0,Normal Customer
13062.0,1,343,346.98,0,Normal Customer
13064.0,4,516,1119.49,0,Normal Customer
13065.0,1,74,205.86,0,Normal Customer
13066.0,3,320,430.9,0,Normal Customer
13067.0,1,32,115.46000000000001,0,Normal Customer
13068.0,2,200,344.0,0,Normal Customer
13069.0,26,5466,3717.82,0,Normal Customer
13070.0,1,110,228.8,0,Normal Customer
13072.0,1,69,177.15,0,Normal Customer
13075.0,1,485,919.61,0,Normal Customer
13077.0,4,863,729.27,0,Normal Customer
13078.0,43,5557,12432.28,0,Normal Customer
13079.0,5,62,220.10000000000002,0,Normal Customer
13080.0,1,120,58.08,0,Normal Customer
13081.0,21,19021,27964.48,1,Pattern Breaker
13082.0,10,4313,3595.48,0,Normal Customer
13083.0,2,187,303.75,0,Normal Customer
13085.0,3,108,272.38,0,Normal Customer
13089.0,114,30787,57385.88,1,Pattern Breaker
13090.0,18,2194,8689.39,0,Normal Customer
13091.0,2,450,319.82,0,Normal Customer
13092.0,6,271,459.83,0,Normal Customer
13093.0,12,3943,7741.47,0,Normal Customer
13094.0,16,1542,1708.8600000000001,0,Normal Customer
13095.0,1,144,74.39999999999999,0,Normal Customer
13097.0,14,2341,5893.32,0,Normal Customer
13098.0,41,15911,28658.88,1,Pattern Breaker
13099.0,1,288,207.35999999999999,0,Normal Customer
13101.0,1,113,101.19,0,Normal Customer
13102.0,26,4160,6336.29,0,Normal Customer
13103.0,1,82,243.94,0,Normal Customer
13104.0,6,504,1098.48,0,Normal Customer
13106.0,2,14,59.5,0,Normal Customer
13107.0,5,1288,1524.07,0,Normal Customer
13108.0,1,298,350.06,0,Normal Customer
13109.0,5,514,766.84,0,Normal Customer
13110.0,8,384,1452.8700000000001,0,Normal Customer
13113.0,39,2594,10510.0,0,Normal Customer
13115.0,14,1534,2205.63,0,Normal Customer
13116.0,2,290,485.19,0,Normal Customer
13117.0,8,945,984.91,0,Normal Customer
13118.0,6,389,1125.0,0,Normal Customer
13120.0,1,12,30.599999999999998,0,Normal Customer
13121.0,2,227,254.73,0,Normal Customer
13122.0,2,585,922.39,0,Normal Customer
13124.0,3,2147,3866.33,0,Normal Customer
